"","nicu","name","full_address","addr","city","state","zip","level","beds","type","contact"
"542",542,"Kaiser Downey Medical Center","9333 Imperial Hwy Downey CA 90242","9333 Imperial Hwy","Downey","CA","90242","III",49,NA,NA
"543",543,"Kaiser Fontana Medical Center","9961 Sierra Ave Fontana CA 92335","9961 Sierra Ave","Fontana","CA","92335","III",36,NA,NA
"544",544,"Kaiser Fresno Medical Center","7300 N Fresno St Fresno CA 93720","7300 N Fresno St","Fresno","CA","93720","II",NA,NA,NA
"545",545,"Kaiser Los Angeles Medical Center","4867 Sunset Blvd Los Angeles CA 90027","4867 Sunset Blvd","Los Angeles","CA","90027","III",12,NA,NA
"546",546,"Kaiser Oakland Medical Center","3600 Broadway Oakland CA 94611","3600 Broadway","Oakland","CA","94611","III",24,"HMO Position",NA
"547",547,"Kaiser Orange County – Irvine Medical Center","6640 Alton Pkwy Irvine CA 92618","6640 Alton Pkwy","Irvine","CA","92618","II",6,"HMO Position",NA
"548",548,"Kaiser Panorama City Medical Center","13651 Willard St Panorama City CA 91402","13651 Willard St","Panorama City","CA","91402","III",24,NA,NA
"549",549,"Kaiser Permanente Sunnyside Hospital","10180 SE Sunnyside Rd Clackamas OR 97015","10180 SE Sunnyside Rd","Clackamas","OR","97015","III",20,"HMO Position","Hillary Nicholson , MD"
"550",550,"Kaiser Pernamante Moanahua Medical Center","3288 Moanalua Rd. Honolulu HI 96819","3288 Moanalua Rd.","Honolulu","HI","96819","III",24,"HMO Position","Lois Chiu, MD"
"551",551,"Kaiser Riverside Medical Center","10800 Magnolia Ave Riverside CA 92505","10800 Magnolia Ave","Riverside","CA","92505","III",15,"HMO Position",NA
"552",552,"Kaiser Roseville Medical Center","1600 Eureka Rd Roseville CA 95661","1600 Eureka Rd","Roseville","CA","95661","III",48,"HMO Position",NA
"553",553,"Kaiser Saint Joseph Hospital","1375 E 19th Ave Denver CO 80218","1375 E 19th Ave","Denver","CO","80218","III",42,"HMO Position","Ann Ryan, MD"
"554",554,"Kaiser San Diego Medical Center","9455 Clairemont Mesa Blvd San Diego CA 92123","9455 Clairemont Mesa Blvd","San Diego","CA","92123","III",30,NA,NA
"555",555,"Kaiser San Francisco Medical Center","2425 Geary Blvd San Francisco CA 94115","2425 Geary Blvd","San Francisco","CA","94115","III",22,"HMO Position",NA
"556",556,"Kaiser San Leandro Medical Center","2500 Merced Street San Leandro CA 94577","2500 Merced Street","San Leandro","CA","94577","III",20,"HMO Position",NA
"557",557,"Kaiser South Bay Medical Center","25825 S Vermont Ave Los Angeles CA 90710","25825 S Vermont Ave","Los Angeles","CA","90710","II",NA,NA,NA
"558",558,"Kaiser South Sacramento Medical Center","6600 Bruceville Rd Sacramento CA 95823","6600 Bruceville Rd","Sacramento","CA","95823","II",NA,NA,NA
"559",559,"Kaiser Valley View Hospital","1906 Blake Avenue Glenwood Springs CO 81601","1906 Blake Avenue","Glenwood Springs","CO","81601","II",5,NA,NA
"560",560,"Kaiser Walnut Creek Medical Center","1425 S Main St Walnut Creek CA 94596","1425 S Main St","Walnut Creek","CA","94596","III",27,NA,NA
"561",561,"Kaiser West Los Angeles Medical Center","6041 Cadillac Ave Los Angeles CA 90034","6041 Cadillac Ave","Los Angeles","CA","90034","III",12,"HMO Position",NA
"562",562,"Kaiser Woodland Hills Medical Center","5601 De Soto Ave Woodland Hills CA 91367","5601 De Soto Ave","Woodland Hills","CA","91367","II",18,NA,NA
"563",563,"Kalispell Regional Medical Center","310 Sunnyview Lane Kalispell MT 59901","310 Sunnyview Lane","Kalispell","MT","59901","III",12,"Hospital Employed","Kristin Veneman, MD"
"564",564,"Kapi’olani Medical Center","1319 Punahou St. Honolulu HI 96814","1319 Punahou St.","Honolulu","HI","96814","III",70,"Academic Program","Charles Neal, Jr., MD"
"565",565,"Kaweah Delta Medical Center","400 W Mineral King Ave Visalia CA 93291","400 W Mineral King Ave","Visalia","CA","93291","III",15,"Network Medical Group",NA
"566",566,"Kendall Regional Medical Center","11750 SW 40th St Miami FL 33175","11750 SW 40th St","Miami","FL","33175","III",13,"Private Practice","Bernardo Pimentel, MD"
"567",567,"Kent Hospital","455 Toll Gate Rd Warwick RI 02886","455 Toll Gate Rd","Warwick","RI","02886","II",12,"Academic Program","Nicholas Guerina, MD"
"568",568,"Kern Medical Center","1700 Mt Vernon Ave Bakersfield CA 93306","1700 Mt Vernon Ave","Bakersfield","CA","93306","II",28,NA,NA
"569",569,"Kettering Hospital","3535 Southern Blvd Dayton OH 45429","3535 Southern Blvd","Dayton","OH","45429","III",50,"Academic Program","Jerod Rone, MD"
"570",570,"King’s Daughters Medical Center","2201 Lexington Ave Ashland KY 41101","2201 Lexington Ave","Ashland","KY","41101","III",13,NA,NA
"571",571,"Kings County Hospital Center","451 Clarkson Ave Brooklyn NY 11203","451 Clarkson Ave","Brooklyn","NY","11203","III",31,"Academic Program","Ivan L. Hand, MD"
"572",572,"Knapp Medical Center","1401 E 8th St Weslaco TX 78596","1401 E 8th St","Weslaco","TX","78596","II",NA,"Private Practice",NA
"573",573,"Kootenai Medical Center","2003 Kootenai Health Way Coeur d'Alene ID 83814","2003 Kootenai Health Way","Coeur d'Alene","ID","83814","III",12,"Hospital Employed","Brook Lang, MD"
"574",574,"LAC + USC Medical Center","2051 Marengo St Los Angeles CA 90033","2051 Marengo St","Los Angeles","CA","90033","III",40,"Academic Program","Rangasamy Ramanathan, MD"
"575",575,"Lafeyette General Medical Center","1214 Coolidge St Lafayette LA 70503","1214 Coolidge St","Lafayette","LA","70503","III",31,NA,NA
"576",576,"Lake Area Medical Center","4200 Nelson Rd Lake Charles LA 70605","4200 Nelson Rd","Lake Charles","LA","70605","III",22,"Private Practice","Juan Bossano, MD"
"577",577,"Lake Charles Memorial Hospital","1701 Oak Park Blvd Lake Charles LA 70601","1701 Oak Park Blvd","Lake Charles","LA","70601","III",23,"Private Practice","Snehai Doshi, MD"
"578",578,"Lake Norma Regional Medical Center","171 Fairview Rd Mooresville NC 28117","171 Fairview Rd","Mooresville","NC","28117","II",8,"Hospital Employed","Laura Reniker, MD"
"579",579,"Lakeland Regional Medical Center","1324 Lakeland Hills Blvd Lakeland FL 33805","1324 Lakeland Hills Blvd","Lakeland","FL","33805","III",30,"Private Practice","Mark Preziosi, MD"
"580",580,"Lakeside Women’s Hospital","11200 N. Portland Ave Oklahoma City OK 73120","11200 N. Portland Ave","Oklahoma City","OK","73120","II",NA,"Private Practice",NA
"581",581,"Lakeview Hospital","630 Medical Dr Bountiful UT 84010","630 Medical Dr","Bountiful","UT","84010","II",5,"Private Practice","Shannon Jenkins, MD"
"582",582,"Lakeview Hospital","927 Churchill St Stillwater MN 55082","927 Churchill St","Stillwater","MN","55082","II",NA,"Hospital Employed","Andrea Lampland, MD"
"583",583,"Lakeview Regional Medical Center","95 Judge Tanner Blvd Covington LA 70433","95 Judge Tanner Blvd","Covington","LA","70433","III",11,"Academic Program","Jay Goldsmith, MD"
"584",584,"Lankenau Medical Center","100 E Lancaster Ave Wynnewood PA 19096","100 E Lancaster Ave","Wynnewood","PA","19096","III",21,"Network Medical Group",NA
"585",585,"Laredo Medical Center","1700 East Saunders Laredo TX 78041","1700 East Saunders","Laredo","TX","78041","III",20,NA,NA
"586",586,"Las Palmas Medical Center","1801 N Oregon St El Paso TX 79902","1801 N Oregon St","El Paso","TX","79902","III",32,NA,NA
"587",587,"Lawnwood Regional Medical Center","1700 S 23rd St Fort Pierce FL 34950","1700 S 23rd St","Fort Pierce","FL","34950","III",15,"Private Practice",NA
"588",588,"Lawrence and Memorial Hospital","365 Montauk Ave New London CT 06320","365 Montauk Ave","New London","CT","06320","III",14,"Academic Program","James Pellegrini, MD"
"589",589,"Lawrence General Hospital","1 General St Lawrence MA 01841","1 General St","Lawrence","MA","01841","II",10,"Academic Program","Raja Senguttuvan, MD"
"590",590,"Lawrence Memorial Hospital","325 Maine St Lawrence KS 66044","325 Maine St","Lawrence","KS","66044","II",NA,"Private Practice",NA
"591",591,"Layton Hospital","201 West Layton Parkway Layton UT 84041","201 West Layton Parkway","Layton","UT","84041","II",6,"Employed Group","Olive Konana, MD"
"592",592,"LDS Hospital","8th Avenue, C Street Salt Lake City UT 84143","8th Avenue, C Street","Salt Lake City","UT","84143","II",12,NA,"Peter Lindgren, MD"
"593",593,"Le Bonheur Children’s Hospital","848 Adams Avenue Memphis TN 38103","848 Adams Avenue","Memphis","TN","38103","IV",60,"Academic Program","Ajay Talati, MD"
"594",594,"Legacy Salmon Creek Medical Center","2211 NE 139th St Vancouver WA 98686","2211 NE 139th St","Vancouver","WA","98686","III",15,"Private Practice","Bret Freitag, M.D"
"595",595,"Lehigh Valley Hospital – Cedar Crest","1200 South Cedar Crest Blvd Allentown NJ 18103","1200 South Cedar Crest Blvd","Allentown","NJ","18103","IV",40,"Employed Group","Wendy Kowalski, MD"
"596",596,"Lehigh Valley Hospital – Pocono","206 E Brown St. East Stroudsburg PA 18301","206 E Brown St.","East Stroudsburg","PA","18301","III",8,"Employed Group","Wendy Kowalski, MD"
"597",597,"Lehigh Valley Hospital–Muhlenberg","2545 Schoenersville Road Bethlehem PA 18017","2545 Schoenersville Road","Bethlehem","PA","18017","II",NA,"Employed Group","Wendy Kowalski, MD"
"598",598,"Lenox Hill Hospital","100 E 77th St New York NY 10075","100 E 77th St","New York","NY","10075","III",28,"Academic Program","Kim Williams, MD"
"599",599,"Levine Children’s Hospital","1000 Blythe Blvd Charlotte NC 28203","1000 Blythe Blvd","Charlotte","NC","28203","IV",85,"Hospital Employed","David Fisher, MD"
"600",600,"Lexington Medical Center","2720 Sunset Blvd West Columbia SC 29169","2720 Sunset Blvd","West Columbia","SC","29169","II",20,"Private Practice",NA
"601",601,"Liberty Hospital","2525 Glenn Hendren Dr Liberty MO 64068","2525 Glenn Hendren Dr","Liberty","MO","64068","II",4,"Academic Program","Winston Manimitim, MD"
"602",602,"Lincoln Medical Center","234 E 149th St Bronx NY 10451","234 E 149th St","Bronx","NY","10451","III",20,"Employed Group","Ronald Bainbridge, MD"
"603",603,"Little Company of Mary Hospital","2800 95th St Evergreen Park IL 60805","2800 95th St","Evergreen Park","IL","60805","II",12,NA,NA
"604",604,"Littleton Adventist Hospital","7700 South Broadway Littleton CO 80122","7700 South Broadway","Littleton","CO","80122","III",14,"Private Practice","Karen Zarlengo, MD"
"605",605,"Logan Regional Hospital","500 East 1400 North Logan UT 84341","500 East 1400 North","Logan","UT","84341","II",23,NA,NA
"606",606,"Loma Linda University Children’s Hospital","11234 Anderson St Loma Linda CA 92354","11234 Anderson St","Loma Linda","CA","92354","IV",84,"Academic Program","Elba Simon-Fayard, MD"
"607",607,"Lone Peak Hospital","1925 S State St Draper UT 84020","1925 S State St","Draper","UT","84020","II",4,"Private Practice","Cameron Swinton, MD"
"608",608,"Long Island Jewish Forest Hills Hospital","102-01 66th Rd Forest Hills NY 11375","102-01 66th Rd","Forest Hills","NY","11375","II",10,"Academic Program",NA
"609",609,"Longview Regional Medical Center","2901 N Fourth St Longview TX 75605","2901 N Fourth St","Longview","TX","75605","III",21,"Private Practice","Telema Nga, MD"
"610",610,"Los Alamos Medical Center","3917 West Road Los Alamos NM 87544","3917 West Road","Los Alamos","NM","87544","II",4,"Private Practice","Lynda Adrouche-Amrani, MD"
"611",611,"Los Robles Hospital & Medical Center","215 W Janss Rd Thousand Oaks CA 91360","215 W Janss Rd","Thousand Oaks","CA","91360","III",12,NA,NA
"612",612,"Lourdes Medical Center","1600 Haddon Avenue Camden NJ 08103","1600 Haddon Avenue","Camden","NJ","08103","II",NA,"Employed Group",NA
"613",613,"Lovelace Women’s Hospital","4701 Montgomery Blvd NE Albuquerque NM 87109","4701 Montgomery Blvd NE","Albuquerque","NM","87109","III",53,"Private Practice","Zuzana Novak, MD"
"614",614,"Lowell General Hospital","295 Varnum Ave Lowell MA 01854","295 Varnum Ave","Lowell","MA","01854","II",10,"Academic Program","Mario Cordova, MD"
"615",615,"Loyola University Medical Center","2160 S 1st Ave Maywood IL 60153","2160 S 1st Ave","Maywood","IL","60153","III",50,"Academic Program","Marc Weiss, MD"
"616",616,"Lucile Packard Children’s Hospital","725 Welch Rd Palo Alto CA 94304","725 Welch Rd","Palo Alto","CA","94304","IV",40,"Academic Program","Alexis Davis, MD"
"617",617,"Lurie Children’s Hospital of Chicago","225 E Chicago Ave Chicago IL 60611","225 E Chicago Ave","Chicago","IL","60611","IV",60,"Academic Program","James Collins, MD"
"618",618,"Lutheran Hospital","7950 W Jefferson Blvd Fort Wayne IN 46804","7950 W Jefferson Blvd","Fort Wayne","IN","46804","III",21,"Private Practice","Daniel Biehl, MD"
"619",619,"Lyndon Baines Johnson Hospital","5656 Kelley St Houston TX 77026","5656 Kelley St","Houston","TX","77026","III",13,"Academic Program","Sophia Tsaikiri, MD"
"620",620,"Madigan Army Medical Center","0948 Jackson Ave Tacoma WA 98431","0948 Jackson Ave","Tacoma","WA","98431","III",20,NA,"Jeanne Krick, MD"
"621",621,"Madison Hospital","8375 Hwy 72 W Madison AL 35758","8375 Hwy 72 W","Madison","AL","35758","II",NA,"Private Practice","Meyer Dworsky, MD"
"622",622,"Madison Memorial Hosptial","450 E Main St Rexburg ID 83440","450 E Main St","Rexburg","ID","83440","II",14,"Private Practice",NA
"623",623,"Maimonides Medical Center","4802 10th Ave Brooklyn NY 11219","4802 10th Ave","Brooklyn","NY","11219","III",31,"Academic Program","Alok Bhutada, MD"
"624",624,"Maine General Health Center","35 Medical Center Pkwy Augusta ME 04330","35 Medical Center Pkwy","Augusta","ME","04330","II",NA,NA,"Gabrielle Harpell, MD"
"625",625,"Maine Medical Center","22 Bramhall Street Portland ME 04102","22 Bramhall Street","Portland","ME","04102","III",31,"Network Medical Group","Misty Melendi, MD"
"626",626,"Manatee Memorial Hospital","206 2nd St E Bradenton FL 34208","206 2nd St E","Bradenton","FL","34208","II",6,"Private Practice",NA
"627",627,"Manchester Memorial Hospital","71 Haynes St Manchester CT 06040","71 Haynes St","Manchester","CT","06040","II",NA,"Academic Program",NA
"628",628,"Mansfield Methodist Memorial Hospital","2700 E Broad St Mansfield TX 76063","2700 E Broad St","Mansfield","TX","76063","II",8,"Private Practice","Ben Brann, MD"
"629",629,"Maple Grove Hospital","9875 Hospital Dr Maple Grove MN 55369","9875 Hospital Dr","Maple Grove","MN","55369","III",12,"Private Practice","Jeanne Mrozek, MD"
"630",630,"Margaret Mary Community Hospital","321 Mitchell Avenue, Batesville IN 47006","321 Mitchell Avenue,","Batesville","IN","47006","II",NA,NA,NA
"631",631,"Marian Regional Medical Center","1400 E Church St, Santa Maria CA 93454","1400 E Church St,","Santa Maria","CA","93454","III",21,"Employed Group",NA
"632",632,"Maricopa Medical Center","2601 E. Roosevelt Street Phoenix AZ 85008","2601 E. Roosevelt Street","Phoenix","AZ","85008","III",40,"Private Practice","Mahesh Kotwal, MD"
"633",633,"Marin General Hospital","250 Bon Air Rd Kentfield CA 94904","250 Bon Air Rd","Kentfield","CA","94904","II",NA,NA,NA
"634",634,"Marion General Hospital","441 N. Wabash Ave. Marion IN 46952","441 N. Wabash Ave.","Marion","IN","46952","II",NA,"Private Practice",NA
"635",635,"Marshfield Children’s Hospital","611 N Saint Joseph Avenue Marshfield WI 54449","611 N Saint Joseph Avenue","Marshfield","WI","54449","III",24,"Hospital Employed",NA
"636",636,"Mary Immaculate Hopsital","2 Bernardine Dr Newport News VA 23602","2 Bernardine Dr","Newport News","VA","23602","III",8,"Private Practice","Ann Heerens, MD"
"637",637,"Mary Washington Hospital","1001 Sam Perry Blvd Fredericksburg VA 22401","1001 Sam Perry Blvd","Fredericksburg","VA","22401","III",17,"Academic Program","Josh Attridge, MD"
"638",638,"Massachusetts General Hospital","55 Fruit Street Boston MA 02114","55 Fruit Street","Boston","MA","02114","III",31,"Academic Program","Serguei Roumiantsev, MD"
"639",639,"Maury Regional Medical Center","1224 Trotwood Ave Columbia TN 38401","1224 Trotwood Ave","Columbia","TN","38401","II",8,"Academic Program","Open Position"
"640",640,"Mayo Clinic – Eau Claire Hospital","1221 Whipple St. Eau Claire WI 54703","1221 Whipple St.","Eau Claire","WI","54703","II",NA,NA,NA
"641",641,"Mayo Clinic – Franciscan Healthcare","700 West Ave. S. La Crosse WI 54601","700 West Ave. S.","La Crosse","WI","54601","III",15,"Employed Group","Dennis Costakos, MD"
"642",642,"Mayo Clinic Hospital, Methodist Campus","201 W Center St Rochester MN 55902","201 W Center St","Rochester","MN","55902","II",NA,"Academic Program","Jane Brumbaugh, MD"
"643",643,"Mayo Clinic, St. Mary’s Campus","1216 2nd St SW Rochester MN 55902","1216 2nd St SW","Rochester","MN","55902","IV",26,"Academic Program","Chris Colby, MD"
"644",644,"McKay-Dee Hospital","4401 Harrison Blvd Ogden UT 84403","4401 Harrison Blvd","Ogden","UT","84403","III",32,"Employed Group","Mark Shffield, MD"
"645",645,"McLane Children’s Hospital at Baylor Scott & White Medical Center","1901 SW H K Dodgen Loop, Temple TX 76502","1901 SW H K Dodgen Loop,","Temple","TX","76502","IV",52,"Academic Program","Vinayak Govande, MD"
"646",646,"McLaren Macomb Hospital","1000 Harrington St Mount Clemens  MI 48043","1000 Harrington St","Mount Clemens ","MI","48043","II",15,"Private Practice",NA
"647",647,"McLeod Regional Medical Center","555 E Cheves St Florence SC 29506","555 E Cheves St","Florence","SC","29506","III",52,"Private Practice","Joseph Harlan MD"
"648",648,"McNeal Hospital","3249 S Oak Park Ave Berwyn IL 60402","3249 S Oak Park Ave","Berwyn","IL","60402","II",NA,"Academic Program",NA
"649",649,"Mease Countryside Hospital","3231 McMullen Booth Rd Safety Harbor FL 34695","3231 McMullen Booth Rd","Safety Harbor","FL","34695","III",10,"Private Practice","Lance Wyble, MD"
"650",650,"Medical Center at Bowling Green","250 Park St Bowling Green KY 42101","250 Park St","Bowling Green","KY","42101","III",12,"Private Practice","Alex Soriano, MD"
