,hosp_num,hosp_name,full_address,addr,city_state_zip,nicu_beds,num_neonats,neonat_names,referral
301,301,ILLINOIS MASONIC MEDICAL CENTER,"836 W. Wellington Ave. Chicago, IL 60657",836 W. Wellington Ave.,"Chicago, IL 60657",Level IIIB; NICU Beds: 29,Neonatologists: 3,Neonatologists names: Vivek Ghai; Radley Helin; Nestor Ramirez,NA
302,302,MERCY HOSPITAL & MEDICAL CENTER,"2525 S. Michigan Ave. Chicago, IL 60616",2525 S. Michigan Ave.,"Chicago, IL 60616",Level IIIB; NICU Beds: 16,Neonatologists:,NA,"Refer to Neonatologists Group of University of Chicago Children's Hospital, Chicago, IL"
303,303,NORTHWESTERN MEMORIAL HOSPITAL,"250 E. Superior St. Chicago, IL 60611",250 E. Superior St.,"Chicago, IL 60611",Level IIIB; NICU Beds; 86,Neonatologists:,NA,"Refer to Neonatologlsts Group of Children's Memorial Hospital, Chicago, IL"
304,304,NORWEGIAN-AMERICAN HOSPITAL,"1044 N. Francisco Ave. Chicago, IL 60622",1044 N. Francisco Ave.,"Chicago, IL 60622",Level IIB; NICU Beds: 6,Neonatologists: 1,Neonatologists names: Nestor Ramirez,NA
305,305,RUSH UNIVERSITY MEDICAL CENTER,"1620 W Harrison St. Chicago, IL 60612",1620 W Harrison St.,"Chicago, IL 60612",Level IIIC; NICU Beds: 57,Neonatologists: 10,Neonatologists names: Harold Bigger; Urmila Chaudhry; Robert Kimura; Aloka Patel; Koushiki Patra; Steven Powel; Debra Selip; Arvind Shukla; Jean Silvestri; Stefanie Spainer-Mingolelli,NA
306,306,SINAL CHILDREN'S HOSPITAL,"1500 S. Callfornia Ave. Chicago, IL 60608",1500 S. Callfornia Ave.,"Chicago, IL 60608",Level IIIB; NICU Beds: 39,Neonatologists: 8,Neonatologists names: Thankappa Balaji; Felipe Barrios; Victoria Geraldo; Marietta Luayon; Antranik Poladian; Joselito Reyes; Gopal Srinivasan; Hari Srinivasan,NA
307,307,ST. JOSEPH HOSPITAL,"2900 N. Lake Shore Dr. Chicago, IL 60657",2900 N. Lake Shore Dr.,"Chicago, IL 60657",Level IIIB; NICU Beds: 17,Neonatologists: 3,Neonatologists names: Naveed Khan; Manuel Khilfeh; Ramakrishna Velamati,NA
308,308,STROGER HOSPITAL OF COOK COUNTY,"1901 West Harrison St. 388 Chicago, IL 60612",1901 West Harrison St.,"388 Chicago, IL 60612",Level IIIB; NiCU Beds: 52,Neonatologists: 9,Neonatologists names: Vishwanath Agrawal; Richard David; Tessy Joseph; Medha Kamat; Manhal Khilfeh; Suma Pyati; Alok Rastogi; Shou-Yien Wu; Tsu Fu Yeh,NA
309,309,UNIVERSITY OF CHICAGO CHILDREN'S HOSPITAL,"5841 S. Maryland Ave. Chicago, IL 60637",5841 S. Maryland Ave.,"Chicago, IL 60637",Level IIIC; NICU Beds: 71,Neonatologists: 10,Neonatologists names: Bree Andrews; Leslie Caldarelli; Erika Calud; Kwang-Sun Lee; Jeremy Marks; William Meadow; Michael Schreiber; Jaideep Singh; Sudhir Sriram; Rohit Vasa,NA
310,310,UNIVERSITY OF ILLINOIS AT CHICAGO MEDICAL CENTER,"840 South Wood St, M/C 856 Chicago, IL 60612","840 South Wood St, M/C 856","Chicago, IL 60612",Level IIIB; NICU Beds: 54,Neonatologlsts: 8,Neonatologists names: Rekha Bandepalli; Dennis Crouse; Ananth Harijith; Helen Kusi; Akhil Maheshwari; Aarti Raghavan; Usha Raj; Dharmapuri Vidyasgar,NA
311,311,ADVOCATE GOOD SAMARITAN HOSPITAL,"3815 Highland Ave. Downers Grove, IL 60515",3815 Highland Ave.,"Downers Grove, IL 60515",Level IIIB; NICU Beds: 17,Neonatologists:,NA,"Refer to Neonatologists Group of Edward Hospital & Health Services of Naperville, IL"
312,312,SHERMAN HOSPITAL,"1425 North Randall Rd. Elgin, IL 60123",1425 North Randall Rd.,"Elgin, IL 60123",Level IIB; NICU Beds: 16,Neonatologists: 2,Neonatologists names: Ashok Mehta; Andre Oak,NA
313,313,ALEXIAN BROTHERS MEDICAL CENTER,"800 Blestertield Rd. Elk Grove Village, IL 60007",800 Blestertield Rd.,"Elk Grove Village, IL 60007",Levol IIIA; NICU Beds: 20,Neonatologists: 1,Neonatologists names: Laeticia Stamboliu,"Refer to Neanatologlats Group of Loyola University Medical Center, Maywood, IL"
314,314,EVANSTON HOSPITAL,"2650 Ridge Ave. Evanston, IL 60201",2650 Ridge Ave.,"Evanston, IL 60201",Level IIIB; NICU Beds: 44,Neonatologists: 12,Neonatologists names: Abby Adams; Bernard Allgaier; Michael Amer; Michael Caplan; Matthew Derrick; Elaine Farrel; Brandy Frost; Philip Horcher; William Mac Kendrick; Mirella Marzocchi; Dietra Millard; Sidhartha Tan,NA
315,315,ST. FRANCIS HOSPITAL,"355 Ridge Rd. Evanston, IL 60089",355 Ridge Rd.,"Evanston, IL 60089",Level IIB; NICU Beds: 8,Neonatologists: 3,Neonatologists names: Pablo Arnecilla; Leonardo Malais; Joseph Torre,NA
316,316,LITTLE COMPANY OF MARY HOSPITAL,"2800 W. 95th St. Evergreen Park, IL 60642",2800 W. 95th St.,"Evergreen Park, IL 60642",Level IIB; NICU Beds: 12,Neonatologists:,NA,"Refer to Neonatologists Group of Advocate Christ Medical Center, Oak Lawn, IL"
317,317,HINSDALE HOSPITAL,"120 N. Oak Hinsdale, IL 60521",120 N. Oak,"Hinsdale, IL 60521",Level IIIB; NICU Beds: 12,Neonatologists:,NA,"Refer to Neonatologists Group of Edward Hospital & Health Services, Naperville, IL"
318,318,ST. ALEXIUS MEDICAL CENTER,"1555 N. Barrington Ad. Hoffman Estates, IL 60169",1555 N. Barrington Ad.,"Hoffman Estates, IL 60169",Level IIIB; NICU Beds: 8,Neonatolog|sts:,NA,"Refer to Neonatologists Group of Loyola University Medicat Center, Maywood, IL"
319,319,LOYOLA UNIVERSITY MEDICAL CENTER,"2160 S. First Ave. Maywood, IL 60153",2160 S. First Ave.,"Maywood, IL 60153",Leve! IIIB; NICU Beds: 50,Neonatologists: 11,Neonatologists names: Lawrence Bennett; Stephen Co; Jessica Corsino; Renato Fontanill; Jonathan Muraskas; Christine Sajous; Maliha Shareef; Laeticia Stamboliu; Tricia Thomson; Mary Tillema; Marc Weiss,NA
320,320,EDWARD HOSPITAL & HEALTH SERVICES,"801 South Washington St. Naperville, IL 60540",801 South Washington St.,"Naperville, IL 60540",Level IIIB; NICU Beds: 33,Neonatologists: 13,Neonatologists names: Anthony Bell; Robert Covert; Rajeev Dixit; Deanna Duray; Leslie Farolan; Michael Fitzgerald; Jennifer Hesser; Jeannette Hoenig; Starvos Ionides; Milen Peev; Zehra Rizvi; Vibha Thaker; Evalgelia Zikos,NA
321,321,ADVOCATE CHRIST MEDICAL CENTER,"4440 W. 95th St. Oak Lawn, IL 60453",4440 W. 95th St.,"Oak Lawn, IL 60453",Level IIIC: NICU Beds: 40,Neonatologists: 7,Neonatologists names: Mohammad Alattar; Ousama Dallal; Gonzalo Hernandez; Leavie Lundsay; Thomas Myers; Mario Sanchez; Jean Smith,NA
322,322,WEST SUBURBAN HOSPITAL MEDICAL CENTER,"3 Erle Ct. Oak Park, IL 60302",3 Erle Ct.,"Oak Park, IL 60302",Level IIB; NICU Beds: 6,Neonatologists: 6,Neonatologists names: Subash Arora; T. Balaji; M. Luyan; N. Pavuluri; A. Poladian; Hari Srinivasan,NA
323,323,ADVOCATE LUTHERAN GENERAL HOSPITAL,"1775 Dempster St. Park Ridge, IL 60068",1775 Dempster St.,"Park Ridge, IL 60068",Level IIIC; NICU Beds; 54,Neonatologists: 16,Neonatologists names: Raghbir Benawra; Harvinder Bhardwaj; Mike Capello; Jeffrey George; Eric Greenglass; Rom Kopparthi; Henry Mangurten; Kelley McManigle; Hemendra Patel; Preetha Prazad; Bhagyalakshmi Puppala; Thomas Sheagren; David Sheftel; Duane Stich; Faheem Uraizee; Ramesh Vazzalwar,NA
324,324,CHILDREN'S HOSPITAL OF ILLINOIS,"530 N.E. Glen Oak Ave. Peoria, IL. 61637",530 N.E. Glen Oak Ave.,"Peoria, IL. 61637",Level IIIC; NICU Beds: 56,Neonatologists: 7,Neonatologists names: Juanita Aguila-Corrales; Sue Clark; James Hocker; Jawad Javed; Kamlesh Macwan; Tim Miller; Susan Ramiro,NA
325,325,METHODIST MEDICAL CENTER,"221 N.E. Glen Oak Peoria, IL 61636",221 N.E. Glen Oak,"Peoria, IL 61636",Level IIA; NICU Beds: 5,Neonatologists:,NA,"Refer to Neonatologists Group of Children's Hospital of Illinois, Peoria, IL"
326,326,ROCKFORD HEALTH SYSTEM,"2400 N. Rockton Ave. Rockford, IL 61103",2400 N. Rockton Ave.,"Rockford, IL 61103",Level IIIB; NICU Beds: 46,Neonatologists: 6,Neonatologists names: Jose Gonzalez; Gillian Headley; Patricia Ittman; Pablo Morales; Potluri Rao; Khalid Siddiqui,NA
327,327,SWEDISH AMERICAN HEALTH SYSTEM,"1401 East State St. Rockford, IL 61104",1401 East State St.,"Rockford, IL 61104",Level IIIA; NICU Beds: 14,Neonatologists: 5,Neonatologists names: Martin Anyebuno; Prabha Dosi; Gillian Headley; Lida Kechavarz; Potluri Rao,NA
328,328,ST. JOHN'S CHILDREN'S HOSPITAL,"415 North 9th St. Springfield, IL 62769",415 North 9th St.,"Springfield, IL 62769",Level IIIB; NICU Beds: 40,Neonatologists: 6,Neonatologists names: Beau Batton; Dan Batton; Ginger Darling; Magali Jean-Louis; Narinder N. Khanna; Dharmendra Nimavat,NA
329,329,CARLE FOUNDATION HOSPITAL,"611 W. Park St. Urbana, IL 61801",611 W. Park St.,"Urbana, IL 61801",Level IIIB; NICU Beds: 28,Neonatologists: 2,Neonatologists names: Kim Gelke; William Stratton,NA
330,330,PROVENA COVENANT MEDICAL CENTER,"1400 W. Park Urbana, IL 61801",1400 W. Park,"Urbana, IL 61801",Level IIIA; NICU Beds: 12,Neonatologists: 3,Neonatologists names: Undochukwu Asonye; Jayesh Kothari; Arti Raut,NA
331,331,CHILDREN'S MEMORIAL AT CENTRAL DU PAGE HOSPITAL,"25 N. Winfield Rd. Winfield, IL 60190",25 N. Winfield Rd.,"Winfield, IL 60190",Level IIIB; NICU Beds: 23,Neonatologists: 4,Neonatologists names: Michael Balbus; Jeffrey Loughhead; Charles Macdonald; William Reda,NA
332,332,CLARIAN NORTH MEDICAL CENTER,"11700 N. Meridian St Carmel, IN 46032",11700 N. Meridian St,"Carmel, IN 46032",Level IIIB; NICU Beds: 24,Neonatologists:,NA,"Refer to Neonatologists Group of Indiana University Medical Center, Indianapolis, IN"
333,333,ST. MARY'S MEDICAL CENTER OF EVANSVILLE,"3700 Washington Ave. Evansville, IN 47750",3700 Washington Ave.,"Evansville, IN 47750",Level IIIB; NICU Beds: 44,Neonatologists: 4,Neonatologists names: Bernardo Arnaez; Maria Del Rio; Myles Grant; Martin Vincent,NA
334,334,DUPONT HOSPITAL,"2520 E. Dupont Rd. Fort Wayne, IN 46825",2520 E. Dupont Rd.,"Fort Wayne, IN 46825",Level IIIB; NICU Beds: 23,Neonatologists:,NA,"Refer to Neonatologists Group of Lutheran Hospital, Fort Wayne, IN"
335,335,LUTHERAN HOSPITAL,"7950 W. Jefferson Blvd. Fort Wayne, IN 46804",7950 W. Jefferson Blvd.,"Fort Wayne, IN 46804",Level IIIB; NICU Beds: 29,Neonatologists: 6,Neonatologists names: Rene Arcellana; Daniel Biehl; James Cameron; Christopher Kim; Janet Leezer; Stephen Pepple,NA
336,336,PARKVIEW MEMORIAL HOSPITAL NORTH,"11115 Parkview Plaza Drive Fort Wayne, IN 46845",11115 Parkview Plaza Drive,"Fort Wayne, IN 46845",Level IIIB; NICU Beds: 31,Neonatologists: 3,Neonatologists names: Niceta Bradburn; Laura Decastor; Aurorita Lariosa,NA
337,337,ST. JOSEPH HOSPITAL,"700 Broadway Fort Wayne, IN 46802",700 Broadway,"Fort Wayne, IN 46802",Level IIIB; NICU Beds: 8,Neonatologists:,NA,"Refer to Neonatologists Group of Lutheran Hospital, Fort Wayne, IL"
338,338,METHODIST HOSPITAL,"600 Grant St. Gary, IN 46402",600 Grant St.,"Gary, IN 46402",Level IIIB; NICU Beds: 24,Neonatologists: 3,Neonatologists names: Pankaj Chhangani; Edgar Dizon; Cholemari Sridhar,NA
339,339,ST. MARGARET MERCY HEALTH CARE CENTER,"5454 Hohman Ave. Hammond, IN 46320",5454 Hohman Ave.,"Hammond, IN 46320",Level IIIA; NICU Beds: 16,Neonatologists: 2,Neonatologists names: Girish Gowda; Deepika Kakkera,NA
340,340,COMMUNITY HOSPITAL NORTH,"7150 Clearvista Dr. Indianapolis, IN 46256",7150 Clearvista Dr.,"Indianapolis, IN 46256",Level IIIB; NICU Beds: 36,Neonatologists:,NA,"Refer to Neonatologists Group of Indiana University Medical Center, Indianapolis, IN"
341,341,INDIANA UNIVERSITY MEDICAL CENTER,"699 West Drive, RR-208 Indianapolis, IN 46202-5119","699 West Drive, RR-208","Indianapolis, IN 46202-5119",Level IIIC; NICU Beds: 120,Neonatologists: 38,Neonatologists names: Juan Carlos Acosta; Jayme Allen; David Boyle; Jonathan Buechler; Bobbi Byrne; Wade Clapp; Scott Denne; Asuncion Dorotheo; Mark Edwards; William Engle; Julia Foster; Veronica Guilfoy; Laura Haneline; Kenneth Herrmann; David Hertz; Ann Hilmo; David Ingram; Rachel Kearby; Poonam Khurana; Olive Konana; James Lemons; Edward Liechty; Izlin Lien; Diane Lorant; Jo Ann Matory; Rangassamy Meilbalane; Charles Njinimbam; Reisha Patel; Brenda Poindexter; Rebecca Rose; Zeynep Sallih; Abhay Singhal; Gregory Sokol; Marya Strand; Ilana Torine; Michael Trautman; Paul Winchester; Mervin Yoder,NA
342,342,METHODIST HOSPITAL,"1701 North Senate Indianapolis, IN 46202",1701 North Senate,"Indianapolis, IN 46202",Level III; NICU Beds: 35,Neonatologists:,NA,"Refer to Neonatologists Group of Indiana University Medical Center, Indianapolis, IN"
343,343,PROVENA COVENANT MEDICAL CENTER; INDIANAPOLIS CAMPUS,"8111 S. Emerson Ave. Indianapolis, IN 46237",8111 S. Emerson Ave.,"Indianapolis, IN 46237",Level IIIA; NICU Beds: 23,Neonatologists:,NA,"Refer to Neonatologists Group of Indiana University Medical Center, Indianapolis, IN"
344,344,ST. VINCENT WOMEN'S HOSPITAL,"8111 Township Line Rd. Indianapolis, IN 46260",8111 Township Line Rd.,"Indianapolis, IN 46260",Level IIIC; NICU Beds: 75,Neonatologists: 19,Neonatologists names: Ekane Aninkola; Niceta Bradburn; Janice DeSanto; Shaun Hicks; Robert Jansen; Nancy LaMear; Anne Marnocha; Caroline Maylock; Vijay Menon; Jacek Michna; Ronald Pyle; Zenaida Reyes; Neal Simon; Markus Tauscher; Kem Templeton; Saira Waheen; John Wareham; Catherine Watts; Ina Whitman,NA
345,345,ST. ELIZABETH EAST,"1701 South Creasy Ln. Lafayette, IN 47905",1701 South Creasy Ln.,"Lafayette, IN 47905",Level IIIB; NICU Beds: 12,Neonatologists: 3,Neonatologists names: Rosario Chua; Russel Continho; Robert Tipton,NA
346,346,BALL MEMORIAL HOSPITAL,"2401 University Ave. Muncle, IN 47303",2401 University Ave.,"Muncle, IN 47303",Level IIIB; NICU Beds: 16,Neonatologists: 2,Neonatologists names: Thomas Kundenreich; Donna Wilkins,NA
347,347,MUNSTER COMMUNITY HOSPITAL,"901 MacArthur Blvd. Munster, IN 46321",901 MacArthur Blvd.,"Munster, IN 46321",Level IIIB; NICU Beds: 18,Neonatologists: 4,Neonatologists names: Ismail Abbasi; Wichest Boonyapredee; Phornphat Rassamimari; Kongkiet Thaeramanophab,NA
348,348,DEACONESS - WOMEN'S HOSPITAL,"4199 Gateway Blvd. Newburgh, IN 47630",4199 Gateway Blvd.,"Newburgh, IN 47630",Level IIIB; NICU Beds: 24,Neonatologists: 4,Neonatologists names: Kenneth Herrmann; Ann Hilmo; Rose Jaucian; Rangassamy Meibalane,NA
349,349,MEMORIAL HOSPITAL OF SOUTH BEND,"615 N. Michigan St. South Bend, IN 46601-1033",615 N. Michigan St.,"South Bend, IN 46601-1033",Level IIIB; NICU Beds; 36,Neonatologists: 4,Neonatologists names: Basharat Buchh; Olufemi Okanlami; Vitaliy Soloveychik; Robert White,NA
350,350,ST. JOSEPH HOSPITAL,"801 E. LaSalle Ave. South Bend, IN 46617",801 E. LaSalle Ave.,"South Bend, IN 46617",Level IIIB; NICU Beds: 10,Neonatologists: 2,Neonatologists names: Moncrief Dobson; Zahia Hassan,NA
351,351,PORTER HOSPITAL CENTER,"814 La Porte Ave. Valparaiso, IN 46383",814 La Porte Ave.,"Valparaiso, IN 46383",Level IIIA; NICU Beds: 15,Neonatotogists: 5,Neonatologists names: Husam Alattar; Ousama Dallal; Deepika Kakkera; Thomas Meyers; Mario Sanchez,NA
352,352,UNIVERSITY OF KANSAS - MEDICAL CENTER,"3901 Rainbow Blvd. Kansas City, KS 66160-7358",3901 Rainbow Blvd.,"Kansas City, KS 66160-7358",Level IIIB; NICU Beds: 40,Neonatologists: 5,Neonatologists names: Krishna Dummula; Mitzi Go; Vishal Pandey; Prabhu Parimi; Charles Paxson,NA
353,353,MENORAH MEDICAL CENTER,"5721 West 119 St. Overland Park, KS 66209",5721 West 119 St.,"Overland Park, KS 66209",Level IIB; NICU Beds: 8,Neonatologists: 1,Neonatologists names: Chris Stapley,NA
354,354,OVERLAND PARK REGIONAL MEDICAL CENTER,"10500 Quivira Rd. Overland Park, KS 66215",10500 Quivira Rd.,"Overland Park, KS 66215",Level IIIB; NICU Beds: 71,Neonatologists: 8,Neonatologists names: Lisa Castro; Robert Holcomb; Dena Hubbard; Thomas Lancaster; Katherine Schooley; Tiffany Simpson; Christopher Stapley; Kathleen Weatherstone,NA
355,355,SHAWNEE MISSION MEDICAL CENTER,"9100 West 74 Street Shawnee Mission, KS 66204",9100 West 74 Street,"Shawnee Mission, KS 66204",Level IIIA; NICU Beds: 23,Neonatologists: 3,Neonatologists names: Frederick Hall; Jodi Jackson; Charisse Lachela,NA
356,356,STORMONT-VAIL REGIONAL HEALTH CENTER,"1500 S.W. 10th St. Topeka, KS 66604-1353",1500 S.W. 10th St.,"Topeka, KS 66604-1353",Level IIIB; NICU Beds: 36,Neonatologists: 4,Neonatologists names: Maria Bautista-Navarro; Sue Hall; Heather Morgan; Robert Sidlinger,NA
357,357,VIA CHRISTI REGION MEDICAL CENTER - ST. JOSEPH CAMPUS,"3600 E. Harry St. Wichita, KS 67218",3600 E. Harry St.,"Wichita, KS 67218",Level IIIB; NICU Beds: 30,Neonatologists: 4,Neonatologists names: Mohammed Ansari; Philippe Samson; Taysir Shash; Cynthia Strand-Smart,NA
358,358,WESLEY MEDICAL CENTER,"550 N. Hillside Wichita, KS 67214",550 N. Hillside,"Wichita, KS 67214",Level IIIB; NICU Beda: 65,Neonatologists: 8,Neonatologists names: Stephanie Binder; Barry Bloom; Curtis Dorn; Robert Hsiao; Carolyn Johnson; Susan Laudert; Talkad Raghuveer; Randy Reed,NA
359,359,KING'S DAUGHTERS' MEDICAL CENTER,"2201 Lexington Ave. Ashland, KY 41101",2201 Lexington Ave.,"Ashland, KY 41101",Level IIIA; NICU Beds: 13,Neonatologists: 2,Neonatologists names: Scott Knight; Lauze Volk,NA
360,360,THE MEDICAL CENTER AT BOWLING GREEN,"250 Park St. Bowling Green, KY 421601",250 Park St.,"Bowling Green, KY 421601",Level IIIA; NICU Beds: 12,Neonatologists: 3,Neonatologists names: Aspa Fissilroudi; Alex Soriano; Douglas Sprague,NA
361,361,SAINT ELIZABETH MEDICAL CENTER SOUTH,"1 Medical Village Dr. Edgewood, KY 41017",1 Medical Village Dr.,"Edgewood, KY 41017",Level IIIA; NICU Beds: 12,Neonatologists:,NA,"Refer to Neonatologists Group of Cincinnati's Children's Hospital Medical Center, Cincinnati, OH"
362,362,METHODIST HOSPITAL - HENDERSON,"1305 N. Elm St. Henderson, KY 42420",1305 N. Elm St.,"Henderson, KY 42420",Level IIIB; NICU Beds: 15,Neonatologists: 2,Neonatologists names: Iyad Aljabi; Pushkarj Jadhav,NA
363,363,JENNIE STUART MEDICAL CENTER,"320 W. 18th St. Hopkinsville, KY 42240-2400",320 W. 18th St.,"Hopkinsville, KY 42240-2400",Level IIIA; NICU Beds: 6,Neonatologists: 2,Neonatologists names: Alex Sorrano; Nitin Wadhwa,NA
364,364,CENTRAL BAPTIST HOSPITAL,"1740 Nicholasville Ra. Lexington, KY 40503",1740 Nicholasville Ra.,"Lexington, KY 40503",Level IIIA; NICU Beds: 24,Neonatologists: 5,Neonatologists names: Mahesh Naik; Tonia Reid; Lynda Sanders; John Walker; John Vance,NA
365,365,SAINT JOSEPH EAST HOSPITAL,"150 N. Eagle Creek Rd. Lexington, KY 40509",150 N. Eagle Creek Rd.,"Lexington, KY 40509",Level IIIA; NICU Beds: 16,Neonatologists: 2,Neonatologists names: Jorge Ang; Khaldon Jundi,NA
366,366,UNIVERSITY OF KENTUCKY MEDICAL CENTER KENTUCKY CHILDREN'S HOSPITAL,"800 Rose St., Room MS473 Lexington, KY 40536","800 Rose St., Room MS473","Lexington, KY 40536",Level IIIC; NICU Beds: 65,Neonatologists: 7,Neonatologists names: Henrietta Bada; Hubert Ballard; Nirmala Desai; Don Granger; Eric Reynolds; Thithinart Sithirsarn; Lori Shook,NA
367,367,BAPTIST HOSPITAL EAST,"4000 Kresge Way Louisville, KY 40207",4000 Kresge Way,"Louisville, KY 40207",Level IIB; NICU Beds: 8,Neonatologists:,NA,Refer to University of Louisville Schoo! of Medicine
368,368,NORTON HOSPITAL OF ALLIANT HEALTH SYSTEM,"200 East Chestnut St. Louisville, KY 40232-5070",200 East Chestnut St.,"Louisville, KY 40232-5070",Level IIIA; NICU Beds: 25,Neonatologists:,NA,"Refer to Neonatologists Group of Kosair Children's Hospital, Louisville, KY"
369,369,NORTON SUBURBAN HOSPITAL,"4001 Dutchman's Lane Louisville, KY 40207",4001 Dutchman's Lane,"Louisville, KY 40207",Level IIIB; NICU Beds: 40,Neonatologists: 8,Neonatologists names: Brooke Barnes; Jonathan Cohen; Terry Cohen; Leslie Ellis; Dale Hill; Ketan Mehta; Mukul Shah; Caroline Willette,NA
370,370,UNIVERSITY OF LOUISVILLE HOSPITAL,"530 S. Jackson St. Louisville, KY 40202",530 S. Jackson St.,"Louisville, KY 40202",Level IIIB; NICU Beds: 24,Neonatologists:,NA,"Refer to Neonatologists Group of Kosalr Children<U+2019>s Hospital, Louisville, KY"
371,371,KOSAIR CHILDREN'S HOSPITAL; UNIVERSITY OF LOUISVILLE SCHOOL OF MEDICINE,"231 East Chestnut St. Louisville, KY 40232-5070",231 East Chestnut St.,"Louisville, KY 40232-5070",Level IIIC; NICU Beds: 97,Neonatologists: 16,Neonatologists names: David Adamkin; Karen Bibb; Lori Devlin; Scott Duncan; Evangelia Gravari; Olugbemisola Obi; John Roberts; Tonya Robinson; Seth Schultz; Elizabeth Schumacher; Leslie Schuschke; Tamina Singh; Joan Stapp; Dan Stewart; Sucheta Telang; Rodica Turcu,NA
372,372,REGIONAL MEDICAL CENTER OF HOPKINS COUNTY,"900 Hospital Dr. Madisonville, KY 42431",900 Hospital Dr.,"Madisonville, KY 42431",Level IIIB; NICU Beds; 15,Neonatologists: 2,Neonatologists names: Alejandro Soriano; Nitin Wadha,NA
373,373,PIKEVILLE MEDICAL CENTER,"911 S. ByPass Rd. Pikeville, KY 41501",911 S. ByPass Rd.,"Pikeville, KY 41501",Level IIA; NICU Beds: 16,Neonatologists: 1,Neonatologists names: Myla Santiago,NA
374,374,"CHRISTUS ST, FRANCES CABRINI HOSPITAL","93330 Masonic Dr. Alexandria, LA 71301",93330 Masonic Dr.,"Alexandria, LA 71301",Level IIIB; NICU Beds: 15,Neonatologists: 2,Neonatologists names: Perla Castor; Amarjit Nijjar,NA
375,375,BATON ROUGE GENERAL HEALTH CENTER; BLUE BONNET CAMPUS,"8585 Picardy Avenue Baton Rouge, LA 70809-3679",8585 Picardy Avenue,"Baton Rouge, LA 70809-3679",Level IIIB; NICU Beds: 18,Neonatologists:,NA,"Refer to LSU Health Science Center of New Orleans, New Orleans, LA"
376,376,LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER; AT EARL K. LONG HOSPITAL,"5825 Airline Hwy. Baton Rouge, LA 70805",5825 Airline Hwy.,"Baton Rouge, LA 70805",Level IIIA; NICU Beds: 10,Neonatologists:,NA,NA
377,377,WOMAN'S HOSPITAL,"9050 Airline Hwy. Baton Rouge, LA 70815",9050 Airline Hwy.,"Baton Rouge, LA 70815",Level IIIB; NICU Beds: 82,Neonatologists: 8,Neonatologists names: Angelle Berry; Shelly Davies; Alston Dunbar III; Elizabeth Lindsay; Herny Smith IV; Steven Spedale; Kimberly Stewart; Cynthia Voelker,NA
