"","hosp_num","hosp_name","full_address","addr","city","state","zip","nicu_beds","num_neonats","neonat_names","referral"
"291",291,"ALEXIAN BROTHERS MEDICAL CENTER","800 Biesterfleld Rd. Elk Grove  IL  60007","800 Biesterfleld Rd.","Elk Grove"," IL ","60007","NICU Beds:4","Neonatologists:3","Neonatologists names: Udochukwu Asony; Sang Han; Mehrunnisa Zarif",NA
"292",292,"EVANSTON HOSPITAL ","2650 Ridge Ave. Evanston  IL  60201","2650 Ridge Ave.","Evanston"," IL ","60201","NICU Beds:32","Neonatologists:8","Neonatologists names: Abby Adams; Michael Caplan; Elaine Farrekk; Thomas Gardner; Ronald Holtzman; Philip Horcher; William MacKendrick; Mirella Marzocchi",NA
"293",293,"ST. FRANCIS HOSPITAL ","355 Ridge Ave. Evanston  IL  60202","355 Ridge Ave.","Evanston"," IL ","60202","NICU Beds:4","Neonatologists:6","Neonatologists names: Margaret Go; Maria Gomez; Leonardo Malalis; Hemendra Patel; Jospeh Torre; Joseph Villalona",NA
"294",294,"LITTLE COMPANY OF MARY HOSPITAL","2800 W. 9th St. Evergreen Park  IL  60642","2800 W. 9th St.","Evergreen Park"," IL ","60642","NICU Beds:12","Neonatologists:",NA,"Refer to Wyler Children's Hospital"
"295",295,"HINSDALE HOSPITAL ","120 N. Oak Hinsdale  IL  60521","120 N. Oak","Hinsdale"," IL ","60521","NICU Beds:12","Neonatologists:5","Neonatologists names: Anthony Bell; Stavros Ionides; David Mendez; Vibha Thaker ",NA
"296",296,"LOYOLA UNIVERSITY MEDICAL CENTER","2160 S. First Ave. Maywood  IL  60153","2160 S. First Ave.","Maywood"," IL ","60153","NICU Beds:50","Neonatologists:14","Neonatologists names: Lawrence Bennett; Stephen Co; Mohamed Elsayed; Leslie Farolan; Bradley Goldberg; Eric Greenglass; Renu Jain; Terri King; Jonathan Muraskas; Thomas Myers; Shanta Nath; Zehra Rizvi; Christine Sajous; Marc Weiss",NA
"297",297,"EHS CHRIST HOSPITAL AND MEDICAL CENTER","4440 W. 95th St. #N232 Oak Lawn  IL  60453","4440 W. 95th St. #N232","Oak Lawn"," IL ","60453","NICU Beds:30","Neonatologists:8","Neonatologists names: Ismail Abbasi; Subash Arora; Geetha Cattamanchi; Navajeeva Gunawardene; Gonzalo Hernandez; Manohar Rathi; Arvind Shukla; Evangelia Zikos",NA
"298",298,"WEST SUBURBAN HOSPITAL MEDIC CENTER","3 Erie St. Oak Park  IL  60302","3 Erie St.","Oak Park"," IL ","60302","NICU Beds:6","Neonatologists:3","Neonatologists names: Stephen Co; Bradley Goldenberg; Marc Weiss",NA
"299",299,"LUTHERAN GENERAL HEALTHSYSTEM","1775 Dempster St. Park Ridge  IL  60068","1775 Dempster St.","Park Ridge"," IL ","60068","NICU Beds:40","Neonstologists:6","Neonatologists names: Raghbir Benawara; Jeffrey George; Henry Mangurten; Bhagyalashmi Puppala; Thomas Sheagren; David Sheftel",NA
"300",300,"METHODIST MEDICAL CENTER","221 N.E. Glen Oak Peoria  IL.  61636","221 N.E. Glen Oak","Peoria"," IL. ","61636","NICU Beds:5","Neonatologists:",NA,"Refer fo Saint Francis Medical Center"
"301",301,"SAINT FRANCIS MEDICAL CENTER","530 N.E. Glen Oak Ave. Peoria  IL  61637","530 N.E. Glen Oak Ave.","Peoria"," IL ","61637","NICU Beds:35","Neonatologists:5","Neonatologists names: Howard Cohen; Janet Hiller; James Hocker; Kamlesh Macwan; Tim Miller",NA
"302",302,"ROCKFORD MEMORIAL HOSPITAL","2400 N. Rockton Ave. Rockford  IL  61073","2400 N. Rockton Ave.","Rockford"," IL ","61073","NICU Beds:52","Neonatologists:9","Neonatologists names: Barbara Chappel; Prabha Dosi; Jose Gonzalez; Gail Haiken; Patricia Ittmann; Lida Kechavarz; Martin Kelly; Pablo Morales; Rao potluri",NA
"303",303,"ST. JOHN'S HOSPITAL ","800 E. Carpenter St. Springfield IL 62769","800 E. Carpenter St.","Springfield","IL","62769","NICU Beds:35","Neonatologists:4","Neonatologists names: Carlos Chua; Saied Eftekhari; Narinder Khanna; Aarti Raut",NA
"304",304,"CARLE FOUNDATION HOSPITAL ","611 W. Park St. Urbana  IL  61801","611 W. Park St.","Urbana"," IL ","61801","NICU Beds:12","Neonatologists:2","Neonatologists names: Kim Gelke; William Stratton",NA
"305",305,"COVENANT MEDICAL CENTER NICU","1400 W. Park Urbana  IL  61801","1400 W. Park","Urbana"," IL ","61801","NICU Beds:12","Neonatologists:2","Neonatologists names: Rose Jaucian; Nestor Ramirez",NA
"306",306,"ST. FRANCIS HOSPITAL & HEALTH CENTER","1600 Albany St. Beach Grove  IN  46107","1600 Albany St.","Beach Grove"," IN ","46107","NICU Beds:14","Neonatologists:3","Neonatologists names: Girdhar Ahuja; Rory Peppard; Gregory Sokol",NA
"307",307,"ST. MARY'S MEDICAL CENTER OF EVANSVILLE","3700 Washington Ava. Evansville  IN  47750","3700 Washington Ava.","Evansville"," IN ","47750","NICU Beds:28","Neonatologists:4","Neonatologists names: Bernardo Arnaez; Maria Del Rio; Miles Grant; Charles MacDonald",NA
"308",308,"WELBORN BAPTIST HOSPITAL ","401 S.E. 6th St. Evansville  IN  47713","401 S.E. 6th St.","Evansville"," IN ","47713","NICU Beds:18","Neonatologists:3","Neonatologists names: James Hansen; Zahia Hassan; R. Meibalane",NA
"309",309,"LUTHERAN HOSPITAL","7950 W. Jefferson Fort Wayne  IN  46804","7950 W. Jefferson","Fort Wayne"," IN ","46804","NICU Beds:22","Neonalologists:1","Neonatologists names: Taimin Chen",NA
"310",310,"PARKVIEW MEMORIAL HOSPITAL","2200 Randallia Dr. Fort Wayne  IN  46805","2200 Randallia Dr.","Fort Wayne"," IN ","46805","NICU Bads:30","Neonatologists:3","Neonatologists names: Ihor Bilyk; William Lewis; Joel Secrest",NA
"311",311,"METHODIST HOSPITAL ","600 Grant St. Gary  IN  46402","600 Grant St.","Gary"," IN ","46402","NICU Beds:26","Neanatologits:2","Neonatologists names: Catherine McDermott; Cholemari Sridhar",NA
"312",312,"SAINT MARGARET MERCY HEALTHCARE CENTERS","5454 Hohman Ave. Hammond  IN  46320","5454 Hohman Ave.","Hammond"," IN ","46320","NICU Beds:16","Neonatologists:3","Neonatologists names: Sodsai Jaiwatana; Mely Tan; Anuradha Tiruvury",NA
"313",313,"INDIANA UNIVERSITY MEDICAL CENTER","702 Barnhill Dr. Indianapolis  IN  46202","702 Barnhill Dr.","Indianapolis"," IN ","46202","NICU Beds:77","Neonatologists:13","Neonatologists names: David Boyle; Wade Clapp; Scott Denne; William Engle; David Hertz; Patricia Keener; James Lemons; Edward Liechty; Seth Malin; Rory Peppard; Richard Schreiner; Gregory Sokol; Mervin Yoder",NA
"314",314,"METHODIST HOSPITAL OF INDIANA ","1701 N Senate Ave. Indianapolis  IN  46202","1701 N Senate Ave.","Indianapolis"," IN ","46202","NICU Beds:27","Neonatologists:3","Neonatologists names: Howard Harris; John Warehman; Ina Whitman",NA
"315",315,"ST. VINCENT HOSPITAL ","2001 W. 86th St. Indianapolis  IN  46260","2001 W. 86th St.","Indianapolis"," IN ","46260","NICU Beds:21","Neonatologists:5","Neonatologists names: Niceta Bradburn; Deborah Franzek; Mindy Hendrixson; Anne Marnocha; Kem Templeton",NA
"316",316,"WOMEN'S HOSPITAL OF INDIANAPOLIS","8111 Township Line Rd. Indianapolls  IN  46260","8111 Township Line Rd.","Indianapolls"," IN ","46260","NICU Beds:20","Neonatologists:2","Neonatologists names: Lydia Abad; Betty Lou Walsman",NA
"317",317,"LAFAYETTE HOME HOSPITAL ","2400 South St. Lafayette  IN  47905","2400 South St.","Lafayette"," IN ","47905","NICU Beds:12","Neonatologists:3","Neonatologists names: Mir Basir; Barbara Bourland; Rosario Chua",NA
"318",318,"BALL MEMORIAL HOSPITAL","2401 University Ave. Muncie  IN  47303","2401 University Ave.","Muncie"," IN ","47303","NICU Beds:16","Neonatologists:2","Neonatologists names: Thomas Kundenreich; Donna Wilkins",NA
"319",319,"MUNSTER COMMUNITY HOSPITAL","901 MacArthur Blvd. Munster  IN  46321","901 MacArthur Blvd.","Munster"," IN ","46321","NICU Beds:15","Neonatoilogists:3","Neonatologists names: Ismail Abbasi; Wichest Boonyapredee; Kongkiet Thaeramanophab",NA
"320",320,"MEMORIAL HOSPITAL OF SOUTH BEND","615 N. Michigan St. South Bend  IN  46601","615 N. Michigan St.","South Bend"," IN ","46601","NICU Beds:36","Neonatologists:4","Neonatologists names: Patrick Campbell; Tyra Gaylord; Olufemi Okanlami; Robert White",NA
"321",321,"PORTER MEMORIAL HOSPITAL","814 La Porte Ave. Valparaiso  IN  46383","814 La Porte Ave.","Valparaiso"," IN ","46383","NICU Beds:25","Neonatologists:1","Neonatologists names: Ann Hilmo",NA
"322",322,"GENESIS MEDICAL CENTER ","1227 E. Rusholme St. Davenport  IA  52803","1227 E. Rusholme St.","Davenport"," IA ","52803","NICU Beds:12","Neonatologists:2","Neonatologists names: Venkatesh Gurantla; Sridhar Prasad",NA
"323",323,"BLANK CHILDREN'S HOSPITAL ","1200 Pleasant St. Des Moines  IA  50309","1200 Pleasant St.","Des Moines"," IA ","50309","NICU Beds:32","Neonatologists:5","Neonatologists names: Holley Bedega; Susan Harrell; Bradley Riley; Robert Shaw; Joel Stenzel",NA
"324",324,"MERCY HOSPITAL MEDICAL CENTER","1111 6th Ave. Des Moines  IA  50314","1111 6th Ave.","Des Moines"," IA ","50314","NICU Beds:20","Neonatologists:3","Neonatologists names: Vipinchandra Bhavsar; Saheb Sahu; Theresa Wahlig",NA
"325",325,"UNIVERSITY OF IOWA HOSPITAL ","200 Hawkins Dr. Iowa City  IA  52242","200 Hawkins Dr.","Iowa City"," IA ","52242","NICU Beds:41","Neonatologists:9","Neonatologists names: Michael Acarregui; Edward Bell; Herman Hein; Jonathan Klein; Gail McGuinness; Frank Morriss Jr. Jeffrey Segar; John Widness; Ekard Ziegler ",NA
"326",326,"ST. LUKE'S REGIONAL MEDICAL CENTER","2720 Stone Park Blvd. Sioux City  IA  51104","2720 Stone Park Blvd.","Sioux City"," IA ","51104","NICU Beds:24","Neonatologists:1","Neonatologists names: Raul Cuestas",NA
"327",327,"COVENANT MEDICAL CENTER ","3421 W. Ninth St. Waterloo  IA  50702","3421 W. Ninth St.","Waterloo"," IA ","50702","NICU Beds: 10","Neonatologists:1","Neonatologists names: Mir Waziri",NA
"328",328,"UNIVERSITY OF KANSAS ","3901 Rainbow Blvd. Kansas City  KS  66160","3901 Rainbow Blvd.","Kansas City"," KS ","66160","NICU Beds:26","Neonatologists:3","Neonatologists names: Becky Rogers; Michael Sherman; Kathleen Weatherstone",NA
"329",329,"OVERLAND PARK REGIONAL MEDICAL CENTER","10500 Quivira Rd. Overland Park  KS  66215","10500 Quivira Rd.","Overland Park"," KS ","66215","NICU Beds:28","Neonatologists:3","Neonatologists names: Becky Rogers; Michael Sherman; Kathleen Weatherstone",NA
"330",330,"STORMONT-VAIL MEDICAL CENTER","1500 S.W. 10th St. Topeka  KS  66604","1500 S.W. 10th St.","Topeka"," KS ","66604","NICU Beds:24","Neonatologists:2","Neonatologists names: Jose Gierbolini; Robert Sidlinger ",NA
"331",331,"ST. FRANCIS REGIONAL MEDICAL CENTER","929 N. Francis St. Wichita  KS  67214","929 N. Francis St.","Wichita"," KS ","67214","NICU Beds:30","Neonatologists:4","Neonatologists names: Awad Khalid; Juan Longhi; Eduardo Ostero; Cynthia Strand-Smart",NA
"332",332,"ST. JOSEPH MEDICAL CENTER ","3600 E. Harry St. Wichita  KS  67218","3600 E. Harry St.","Wichita"," KS ","67218","NICU Beds:12","Neonatologists:1","Neonatologists names: Howard Whiteside ",NA
"333",333,"WESLEY MEDICAL CENTER","550 N. Hillside Wichita  KS  67214","550 N. Hillside","Wichita"," KS ","67214","NICU Beds:54","Neonatologists:7","Neonatologists names: Barry Bloom; Curtis Dorn; Carolyn johnson; Susan Laudert; Russell Nelson; Randy Reed; Yeai Roan",NA
"334",334,"KING'S DAUGHTERS' MEDICAL CENTER","2201 Lexington Ave. Ashland  KY  41104","2201 Lexington Ave.","Ashland"," KY ","41104","NICU Beds:8","Neonatologists:2","Neonatologists names: Barry Perlin; Andrew Simmons",NA
"335",335,"SAINT ELIZABETH MEDICAL CENTER SOUTH","1 Medical Village Dr. Edgewood  KY  41017","1 Medical Village Dr.","Edgewood"," KY ","41017","NICU Beds:12","Neonatologists:4","Neonatologists names: Edward Donovan; Ronald Lubbe; Ward Rice; Jeffrey Whitsett",NA
"336",336,"CENTRAL BAPTIST HOSPITAL","1740 Nicholasville Rd Lexington  KY  40503","1740 Nicholasville Rd","Lexington"," KY ","40503","NICU Beds:16","Neonatotogists:3","Neonatologists names: Nicholas Lynn; Mahesh Naik; Lynda Sanders",NA
"337",337,"HUMANA HOSPITAL ","150 N. Eaglo Creek Rd. Lexington  KY  40523","150 N. Eaglo Creek Rd.","Lexington"," KY ","40523","NICU Beds:4","Neonatologists:1","Neonatologists names: John Vance",NA
"338",338,"UNIVERSITY OF KENTUCKY COLLEGE OF MEDICINE","800 Rose St. Lexington  KY  40536","800 Rose St.","Lexington"," KY ","40536","NICU Beds:50","Neonatologists:4","Neonatologists names: Nirmala Desai; Thomas Pauly; Lori Shook; John Walker",NA
"339",339,"AUDUBON REGIONAL MEDICAL CENTER NICU","One Audobon Plaza Dr. Louisville  KY  40217","One Audobon Plaza Dr.","Louisville"," KY ","40217","NICU Beds:18","Neonatologists:5","Neonatologists names: Moises Dreszer; Norris Hill; Charles Sarasohn; Elizabeth Wade; Caroline Willette",NA
"340",340,"BAPTIST HOSPITAL EAST","4000 Kresge Way Louisville  KY  40207","4000 Kresge Way","Louisville"," KY ","40207","NICU Beds:6","Neonatologists:",NA,"Refer to University of Louisville Schoo of Medicine"
"341",341,"KOSAIR CHILDREN'S HOSPITAL","231 E. Chestnut St. Louisville  KY  40202","231 E. Chestnut St.","Louisville"," KY ","40202","NICU Beds:51","Neonatologists:",NA,"Refer to University of Louisville School of Medicine"
"342",342,"NORTON HOSPITAL OF ALLIANT HEALTH SYSTEM","Box 35070 Louisville  KY  40232","Box 35070","Louisville"," KY ","40232","NICU Beds:25","Neonatologists:",NA,"Refer to University of Louisville School of Medicine"
"343",343,"SUBURBAN MEDICAL CENTER","4001 Dutchman’s Lane Louisville  KY  40207","4001 Dutchman’s Lane","Louisville"," KY ","40207","NICU Beds:4","Neonatologists:",NA,"Refer to Audubon Regional Medical Center"
"344",344,"UNIVERSITY OF LOUISVILLE HOSPITAL","530 S. Jackson St. Louisville  KY  40202","530 S. Jackson St.","Louisville"," KY ","40202","NICU Beds:24","Neonatologists:",NA,"Refer to University of Louisville School of Medicine"
"345",345,"UNIVERSITY OF LOUISVILLE SCHOOL OF MEDICINE","500 S Preston St. Louisville  KY  40292","500 S Preston St.","Louisville"," KY ","40292","NICU Beds: ","Neonatologists:9","Neonatologists names: David Adamkin; Karen Bibb; Larry Cook; Herbert Lassiter; John Roberts; Tonnya Robinson; Roger Shott; Dan Stewart; Shirley Wilkerson",NA
"346",346,"REGIONAL MEDICAL CENTER OF HOPKINS COUNTY","900 Hospital Dr. Madisonville  KY  42431","900 Hospital Dr.","Madisonville"," KY ","42431","NICU Beds:15","Neonatologists:2","Neonatologists names: Iyad Aljabi; Alejandro Soriano",NA
"347",347,"PIKEVILLE METHODIST HOSPITAL","911 S. ByPass Rd. Pikeville  KY  41501","911 S. ByPass Rd.","Pikeville"," KY ","41501","NICU Beds:8","Neonatologists:1","Neonatologists names: Ruth Shepherd",NA
"348",348,"LAKE CUMBERLAND REGIONAL HOSPITAL","305 Langdon St. Somerset  KY  42501","305 Langdon St.","Somerset"," KY ","42501","NICU Beds:15","Neonatologists:1","Neonatologists names: Glenn Blackburn",NA
"349",349,"RAPIDES REGIONAL MEDICAL CENTER","Box 30101 Alexandria  LA  71306","Box 30101","Alexandria"," LA ","71306","NICU Beds:12 ","Neonatologists:2","Neonatologists names: Perla Castor; Amar Nijjar",NA
"350",350,"ST. FRANCES CABRINI HOSPITAL ","3330 Masonic Dr. Alexandria  LA  71301","3330 Masonic Dr.","Alexandria"," LA ","71301","NICU Beds:12","Neonatologists:",NA,"Refer to Rapides Regional Medical Center"
"351",351,"EARL K. LONG HOSPITAL","5825 Airline Hwy. Baton Rouge  LA  70805","5825 Airline Hwy.","Baton Rouge"," LA ","70805","NICU Beds:13","Neonatologists:3","Neonatologists names: Judith Fishbein; Sandra Grant; Richard Heath",NA
"352",352,"WOMAN'S HOSPITAL","9050 Airline Hwy. Baton Rouge  LA  70815","9050 Airline Hwy.","Baton Rouge"," LA ","70815","NICU Beds:48","Neonatologists:4","Neonatologists names: Peter Aldoretta; Janet Larson; Robert Pace; Steven Spedale",NA
"353",353,"LAKEVIEW HOSPITAL ","P.O. Drawer 1269 Covington  LA  70434","P.O. Drawer 1269","Covington"," LA ","70434","NICU Beds:4","Neonatologists:2","Neonatologists names: Carolyn Robinson; Roberto Suarez",NA
"354",354,"ST. TAMMANY PARISH HOSPITAL","1202 S. Tyler St Covington  LA   70433","1202 S. Tyler St","Covington"," LA  ","70433","NICU Beds:6","Neonatologists:1","Neonatologists names: Alma Levy",NA
"355",355,"MEADOWCREST HOSPITAL","2500 Belle Chase Hospital Gretna  LA  70056","2500 Belle Chase Hospital","Gretna"," LA ","70056","NICU Beds:12","Neonatologists:2","Neonatologists names: harish Anand; Rajesh Sharma",NA
"356",356,"NORTH OAKS MEDICAL CENTER ","Box 2668 Hammond  LA  70404","Box 2668","Hammond"," LA ","70404","NICU Beds:4","Neonatologists:2","Neonatologists names: Thomas Kloor; Ivan Villalta-Wehmeyer",NA
"357",357,"ST, JUDE MEDICAL CENTER ","180 W. Esplanade Ave. Kenner  LA  70065","180 W. Esplanade Ave.","Kenner"," LA ","70065","NICU Beds:6","Neonatologists:1","Neonatologists names: Malektaj Yazdani",NA
"358",358,"LAFAYETTE GENERAL MEDICAL CENTER","Box 52008 OCS Lafayette  LA  70505","Box 52008 OCS","Lafayette"," LA ","70505","NICU Beds:10","Neonatologists:",NA,"Refer to Women’s & Children's Hospital"
"359",359,"UNIVERSITY MEDICAL CENTER","2390 W. Congress Lafayette  LA  70507","2390 W. Congress","Lafayette"," LA ","70507","NICU Beds:22","Neonatologists:2","Neonatologists names: Parvin Safari; Sarita Sharma ",NA
"360",360,"WOMEN'S & CHILDREN'S HOSPITAL","4600 Ambassador Caffery Pky. Lafayette  LA  70508","4600 Ambassador Caffery Pky.","Lafayette"," LA ","70508","NICU Beds:18","Neonatologists:3","Neonatologists names: James Adams; Rosaire Belizaire; Cong Vo",NA
"361",361,"LAKE AREA MEDICAL CENTER","4200 Nelson Rd. Lake Charles  LA  70605","4200 Nelson Rd.","Lake Charles"," LA ","70605","NICU Beds:8","Neonatologists:",NA,"Refer to Lake Charles Memorial Hospital"
"362",362,"LAKE CHARLES MEMORIAL HOSPITAL ","1701 Oak Park Blvd. Lake Charles  LA  70601","1701 Oak Park Blvd.","Lake Charles"," LA ","70601","NICU Beds:19","Neonatologists:2","Neonatologists names: Juan Bossano; Chih-Hao Lin",NA
"363",363,"EAST JEFFERSON GENERAL HOSPITAL","4200 Houma Blvd. Metairie  LA  70011","4200 Houma Blvd.","Metairie"," LA ","70011","NICU Beds:12","Neonatologists:",NA,"Refer to Ochner Foundation Hospital, New Orleans"
"364",364,"LAKESIDE HOSPITAL ","4700 I-10 Service Rd. Metairie  LA  70001","4700 I-10 Service Rd.","Metairie"," LA ","70001","NICU Beds:23","Neonatologists:1","Neonatologists names: Malektaj Yazdani",NA
"365",365,"ST. FRANCIS MEDICAL CENTER ","309 Jackson St. Monroe  LA  71210","309 Jackson St.","Monroe"," LA ","71210","NICU Beds:21","Neonatologists:1","Neonatologists names: Marc deSoler ",NA
"366",366,"CHILDRENS HOSPITAL OF NEW ORLEANS","200 Henry Clay Ave. New Orleans  LA  70118","200 Henry Clay Ave.","New Orleans"," LA ","70118","NICU Beds:22","Neonatologists:8","Neonatologists names: Dianna Albrecht; Brian Barkemeyer; Sergio Bustamante; David Clark; Sheila Gottschalk; Duna Penn; Claudia Schuth",NA
"367",367,"MEDICAL CENTER OF LOUISIANA AT NEW ORLEANS","1532 Tulane Ave. New Orleans  LA  70140","1532 Tulane Ave.","New Orleans"," LA ","70140","NICU Beds:35","Neonatologists:",NA,"Refer to Children’s Hospital of New Orleans"
"368",368,"MERCY BAPTIST MEDICAL CENTER","2700 Napolean Ave. New Orleans  LA  70015","2700 Napolean Ave.","New Orleans"," LA ","70015","NICU Beds:25","Neonatologists:4","Neonatologists names: Imelda Bautista; Marlene Buis; Juan Gershanik; Victor Lunyong",NA
"369",369,"OCHSNER FOUNDATION HOSPITAL ","1516 Jefferson Hwy. New Orleans  LA  70121","1516 Jefferson Hwy.","New Orleans"," LA ","70121","NICU Beds:36","Neonatologists:3","Neonatologists names: Harley Ginsberg; Jay Goldsmith; Marie McGettigan ",NA
"370",370,"PENDLETON MEMORIAL METHODIST HOSPITAL","5620 Read Blvd. New Orleans  LA  70127","5620 Read Blvd.","New Orleans"," LA ","70127","NICU Beds:8","Neonatologists:",NA,"Refer to Children’s Hospital of New Orleans"
"371",371,"TOURO INFIRMARY ","1401 Foucher St. New Orleans  LA  70115","1401 Foucher St.","New Orleans"," LA ","70115","NICU Beds:8","Neonatologiets:1","Neonatologists names: Dianne Albrecht ",NA
"372",372,"TULANE UNIVERSITY MEDICAL CENTER","1430 Tulane Ave. New Orleans  LA  70112","1430 Tulane Ave.","New Orleans"," LA ","70112","NICU Beds:12","Neonatologists:3","Neonatologists names: William Gill; Maria Pierce; Jane Reynolds ",NA
"373",373,"LOUISIANA STATE UNIVERSITY MEDICAL CENTER","1501 Kings Hwy. Shreveport  LA  71101","1501 Kings Hwy.","Shreveport"," LA ","71101","NICU Beds:35","Neonatologists:7","Neonatologists names: John Baier; Janet Blount; Edwin Brown; Hasan Ibrahim; Richard Krouskop; Bharti Manchandia; Arun Pramanik",NA
"374",374,"SCHUMPERT MEDICAL CENTER ","1 St. Mary Place Shreveport  LA  71101","1 St. Mary Place","Shreveport"," LA ","71101","NICU Beds:12","Neonatologists:2","Neonatologists names: Michael Cone; Julia Elrod",NA
"375",375,"WILLIS KNIGHTON CENTER FOR WOMEN'S HEALTH","2510 Bert Kouns Industrial Loop Shreveport  LA  71118","2510 Bert Kouns Industrial Loop","Shreveport"," LA ","71118","NICU Beds:14","Neonatologists:2","Neonatologists names: Bharti Manchandia; Po-I Tseng",NA
